,Unnamed: 0,Unnamed: 0.1,Club,Name,Età,Nationality,Posizione,Pos,MarketValue,ClubInvolved,CountryInvolved,Costo,Movement,Season,Window,League,Profile,new_col
45179,45179,49426,ACF Fiorentina,Sebastián Cristóforo,26,Uruguay,Centrale,CC,"1,50 mln €",SD Eibar,Spagna,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/sebastian-cristoforo/profil/spieler/188157,"ACF Fiorentina,SD Eibar"
45181,45181,49397,Cagliari Calcio,Luca Pellegrini,20,Italia,Terzino sinistro,TS,"5,00 mln €",AS Roma,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/luca-pellegrini/profil/spieler/346567,"Cagliari Calcio,AS Roma"
45183,45183,49343,Bologna FC,Riccardo Orsolini,22,Italia,Ala destra,AD,"15,00 mln €",Juventus FC,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/riccardo-orsolini/profil/spieler/368482,"Bologna FC,Juventus FC"
45184,45184,49368,Cagliari Calcio,Nicolò Barella,22,Italia,Centrale,CC,"36,00 mln €",Inter,Italia,"Spesa prestito:12,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/nicolo-barella/profil/spieler/255942,"Cagliari Calcio,Inter"
45185,45185,49366,Brescia Calcio,Bruno Martella,26,Italia,Terzino sinistro,TS,"1,80 mln €",FC Crotone,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/bruno-martella/profil/spieler/164108,"Brescia Calcio,FC Crotone"
45186,45186,49365,Brescia Calcio,Simone Romagnoli,29,Italia,Difensore centrale,DC,"1,90 mln €",Empoli FC,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/simone-romagnoli/profil/spieler/88706,"Brescia Calcio,Empoli FC"
45187,45187,49364,Brescia Calcio,Luigi Carillo,22,Italia,Difensore centrale,DC,100 mila €,Genoa CFC,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/luigi-carillo/profil/spieler/240338,"Brescia Calcio,Genoa CFC"
45189,45189,49362,Brescia Calcio,Ales Mateju,23,Repubblica Ceca,Terzino destro,TD,"1,70 mln €",Brighton & Hove Albion,Inghilterra,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/ales-mateju/profil/spieler/242078,"Brescia Calcio,Brighton & Hove Albion"
45191,45191,49360,Brescia Calcio,Jacopo Dall'Oglio,27,Italia,Mediano,M,300 mila €,Calcio Catania,Italia,?,Out,2010-20,e,serie-a,https://www.transfermarkt.it/jacopo-dalloglio/profil/spieler/167443,"Brescia Calcio,Calcio Catania"
45198,45198,49353,Brescia Calcio,Paolo Bastianello,21,Italia,Portiere,POR,50 mila €,Frosinone Calcio,Italia,gratuito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/paolo-bastianello/profil/spieler/523971,"Brescia Calcio,Frosinone Calcio"
45201,45201,49350,Brescia Calcio,Biagio Meccariello,28,Italia,Difensore centrale,DC,600 mila €,US Lecce,Italia,100 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/biagio-meccariello/profil/spieler/124002,"Brescia Calcio,US Lecce"
45202,45202,49349,Bologna FC,Lyanco,22,Brasile,Difensore centrale,DC,"8,00 mln €",Torino FC,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/lyanco/profil/spieler/379807,"Bologna FC,Torino FC"
45203,45203,49348,Bologna FC,Simone Edera,22,Italia,Ala destra,AD,"1,00 mln €",Torino FC,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/simone-edera/profil/spieler/340070,"Bologna FC,Torino FC"
45204,45204,49347,Bologna FC,Nicola Sansone,27,Italia,Ala sinistra,AS,"7,50 mln €",Villarreal CF,Spagna,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/nicola-sansone/profil/spieler/82048,"Bologna FC,Villarreal CF"
45205,45205,49346,Bologna FC,Roberto Soriano,28,Italia,Trequartista,TQ,"7,00 mln €",Villarreal CF,Spagna,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/roberto-soriano/profil/spieler/63186,"Bologna FC,Villarreal CF"
45206,45206,49345,Bologna FC,Danilo,35,Brasile,Difensore centrale,DC,800 mila €,Udinese Calcio,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/danilo/profil/spieler/32816,"Bologna FC,Udinese Calcio"
45207,45207,49344,Bologna FC,Federico Mattiello,23,Italia,Terzino destro,TD,"2,50 mln €",Atalanta,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/federico-mattiello/profil/spieler/200194,"Bologna FC,Atalanta"
45208,45208,49367,Brescia Calcio,Alejandro Rodríguez,27,Spagna,Punta centrale,P,400 mila €,AC Chievo Verona,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/alejandro-rodriguez/profil/spieler/169533,"Brescia Calcio,AC Chievo Verona"
45210,45210,49394,Cagliari Calcio,Alberto Cerri,23,Italia,Punta centrale,P,"6,00 mln €",Juventus FC,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/alberto-cerri/profil/spieler/197751,"Cagliari Calcio,Juventus FC"
45211,45211,49370,Cagliari Calcio,Diego Farias,29,Brasile,Ala sinistra,AS,"4,50 mln €",US Lecce,Italia,"Spesa prestito:1,05 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/diego-farias/profil/spieler/83877,"Cagliari Calcio,US Lecce"
45215,45215,49390,Cagliari Calcio,Simone Pinna,22,Italia,Terzino destro,TD,200 mila €,Empoli FC,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/simone-pinna/profil/spieler/303187,"Cagliari Calcio,Empoli FC"
45216,45216,49389,Cagliari Calcio,Alessandro Deiola,24,Italia,Centrale,CC,"1,20 mln €",US Lecce,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/alessandro-deiola/profil/spieler/235931,"Cagliari Calcio,US Lecce"
45217,45217,49388,Cagliari Calcio,Filip Bradaric,28,Croazia,Mediano,M,"4,00 mln €",Celta de Vigo,Spagna,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/filip-bradaric/profil/spieler/238486,"Cagliari Calcio,Celta de Vigo"
45219,45219,49386,Cagliari Calcio,Lucas Castro,30,Argentina,Trequartista,TQ,"6,00 mln €",SPAL,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/lucas-castro/profil/spieler/105892,"Cagliari Calcio,SPAL"
45220,45220,49385,Cagliari Calcio,Alberto Cerri,23,Italia,Punta centrale,P,"4,50 mln €",SPAL,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/alberto-cerri/profil/spieler/197751,"Cagliari Calcio,SPAL"
45222,45222,49383,Cagliari Calcio,Damir Ceter,21,Colombia,Punta centrale,P,600 mila €,AC Chievo Verona,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/damir-ceter/profil/spieler/460898,"Cagliari Calcio,AC Chievo Verona"
45229,45229,49376,Cagliari Calcio,Filippo Romagna,22,Italia,Difensore centrale,DC,"6,00 mln €",US Sassuolo,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/filippo-romagna/profil/spieler/256678,"Cagliari Calcio,US Sassuolo"
45232,45232,49373,Cagliari Calcio,Marko Pajac,26,Croazia,Centrocampista di sinistra,CS,"1,50 mln €",Genoa CFC,Italia,Spesa prestito:300 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/marko-pajac/profil/spieler/190634,"Cagliari Calcio,Genoa CFC"
45233,45233,49372,Cagliari Calcio,Matteo Cotali,22,Italia,Terzino sinistro,TS,150 mila €,AC Chievo Verona,Italia,800 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/matteo-cotali/profil/spieler/382567,"Cagliari Calcio,AC Chievo Verona"
45236,45236,49810,Parma FC,Yves Baraye,27,Senegal,Ala destra,AD,700 mila €,Gil Vicente FC,Portogallo,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/yves-baraye/profil/spieler/193994,"Parma FC,Gil Vicente FC"
45237,45237,49668,SS Lazio,Riza Durmisi,25,Danimarca,Terzino sinistro,TS,"2,50 mln €",OGC Nizza,Francia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/riza-durmisi/profil/spieler/135208,"SS Lazio,OGC Nizza"
45241,45241,49962,US Sassuolo,Alessandro Matri,35,Italia,Punta centrale,P,300 mila €,Brescia Calcio,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/alessandro-matri/profil/spieler/40660,"US Sassuolo,Brescia Calcio"
45243,45243,49960,US Sassuolo,Giangiacomo Magnani,23,Italia,Difensore centrale,DC,"5,00 mln €",Brescia Calcio,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/giangiacomo-magnani/profil/spieler/310458,"US Sassuolo,Brescia Calcio"
45245,45245,49958,US Sassuolo,Filippo Bandinelli,24,Italia,Centrale,CC,"1,20 mln €",Empoli FC,Italia,1 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/filippo-bandinelli/profil/spieler/240934,"US Sassuolo,Empoli FC"
45246,45246,49957,US Sassuolo,Martin Erlic,21,Croazia,Difensore centrale,DC,150 mila €,Spezia Calcio,Italia,1 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/martin-erlic/profil/spieler/357003,"US Sassuolo,Spezia Calcio"
45247,45247,49956,US Sassuolo,Timo Letschert,26,Olanda,Difensore centrale,DC,"2,50 mln €",Amburgo SV,Germania,10 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/timo-letschert/profil/spieler/231378,"US Sassuolo,Amburgo SV"
45248,45248,49955,US Sassuolo,Enrico Brignola,20,Italia,Seconda punta,SP,"3,50 mln €",AS Livorno,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/enrico-brignola/profil/spieler/323147,"US Sassuolo,AS Livorno"
45249,45249,49954,US Sassuolo,Edoardo Goldaniga,25,Italia,Difensore centrale,DC,"2,00 mln €",Genoa CFC,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/edoardo-goldaniga/profil/spieler/242940,"US Sassuolo,Genoa CFC"
45251,45251,49885,AS Roma,Zan Celar,20,Slovenia,Punta centrale,P,800 mila €,US Cremonese,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/zan-celar/profil/spieler/340427,"AS Roma,US Cremonese"
45255,45255,49948,US Sassuolo,Riccardo Marchizza,21,Italia,Terzino sinistro,TS,800 mila €,Spezia Calcio,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/riccardo-marchizza/profil/spieler/297645,"US Sassuolo,Spezia Calcio"
45257,45257,49946,US Sassuolo,Davide Frattesi,19,Italia,Centrale,CC,"2,50 mln €",Empoli FC,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/davide-frattesi/profil/spieler/394300,"US Sassuolo,Empoli FC"
45258,45258,49945,US Sassuolo,Cristian Dell'Orco,25,Italia,Terzino sinistro,TS,"1,00 mln €",US Lecce,Italia,Spesa prestito:250 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/cristian-dellorco/profil/spieler/240244,"US Sassuolo,US Lecce"
45260,45260,49943,US Sassuolo,Marius Marin,20,Romania,Centrale,CC,200 mila €,AC Pisa 1909,Italia,400 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/marius-marin/profil/spieler/379163,"US Sassuolo,AC Pisa 1909"
45261,45261,49942,US Sassuolo,Antonino Ragusa,29,Italia,Ala sinistra,AS,"1,00 mln €",Hellas Verona,Italia,"1,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/antonino-ragusa/profil/spieler/102470,"US Sassuolo,Hellas Verona"
45262,45262,49941,US Sassuolo,Khouma Babacar,26,Senegal,Punta centrale,P,"8,00 mln €",US Lecce,Italia,"Spesa prestito:1,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/khouma-babacar/profil/spieler/124902,"US Sassuolo,US Lecce"
45263,45263,49965,US Sassuolo,Andrea Cisco,20,Italia,Ala sinistra,AS,150 mila €,Delfino Pescara 1936,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/andrea-cisco/profil/spieler/426179,"US Sassuolo,Delfino Pescara 1936"
45264,45264,49966,US Sassuolo,Claud Adjapong,21,Italia,Terzino destro,TD,"3,50 mln €",Hellas Verona,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/claud-adjapong/profil/spieler/337716,"US Sassuolo,Hellas Verona"
45267,45267,49991,SPAL,Alfred Gomis,25,Senegal,Portiere,POR,"2,00 mln €",Digione FCO,Francia,"1,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/alfred-gomis/profil/spieler/163568,"SPAL,Digione FCO"
45268,45268,49990,SPAL,Igor,21,Brasile,Difensore centrale,DC,"3,00 mln €",ACF Fiorentina,Italia,"Spesa prestito:1,40 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/igor/profil/spieler/380350,"SPAL,ACF Fiorentina"
45269,45269,49989,SPAL,Filippo Costa,24,Italia,Terzino sinistro,TS,800 mila €,SSC Napoli,Italia,"1,45 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/filippo-costa/profil/spieler/197743,"SPAL,SSC Napoli"
45270,45270,49988,SPAL,Gabriele Moncini,23,Italia,Punta centrale,P,"1,80 mln €",Benevento Calcio,Italia,"2,50 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/gabriele-moncini/profil/spieler/238977,"SPAL,Benevento Calcio"
45271,45271,49987,SPAL,Manuel Lazzari,25,Italia,Centrocampista di destra,CD,"18,00 mln €",SS Lazio,Italia,"13,75 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/manuel-lazzari/profil/spieler/331401,"SPAL,SS Lazio"
45272,45272,49986,SPAL,Andrea Petagna,24,Italia,Punta centrale,P,"18,00 mln €",SSC Napoli,Italia,"16,50 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/andrea-petagna/profil/spieler/199258,"SPAL,SSC Napoli"
45274,45274,49984,US Sassuolo,Manuel Locatelli,21,Italia,Mediano,M,"12,00 mln €",AC Milan,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/manuel-locatelli/profil/spieler/265088,"US Sassuolo,AC Milan"
45275,45275,49983,US Sassuolo,Mauricio Lemos,23,Uruguay,Difensore centrale,DC,"3,50 mln €",UD Las Palmas,Spagna,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/mauricio-lemos/profil/spieler/303140,"US Sassuolo,UD Las Palmas"
45276,45276,49982,US Sassuolo,Rogério,21,Brasile,Terzino sinistro,TS,"10,00 mln €",Juventus FC,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/rogerio/profil/spieler/401527,"US Sassuolo,Juventus FC"
45279,45279,49979,US Sassuolo,Andrea Cisco,21,Italia,Ala sinistra,AS,200 mila €,Novara Calcio,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/andrea-cisco/profil/spieler/426179,"US Sassuolo,Novara Calcio"
45280,45280,49978,US Sassuolo,Francesco Cassata,22,Italia,Centrale,CC,"3,50 mln €",Genoa CFC,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/francesco-cassata/profil/spieler/301236,"US Sassuolo,Genoa CFC"
45281,45281,49977,US Sassuolo,Federico Di Francesco,25,Italia,Ala sinistra,AS,"4,50 mln €",SPAL,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/federico-di-francesco/profil/spieler/38607,"US Sassuolo,SPAL"
45283,45283,49975,US Sassuolo,Marco Pinato,24,Italia,Centrale,CC,600 mila €,AC Pisa 1909,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/marco-pinato/profil/spieler/164020,"US Sassuolo,AC Pisa 1909"
45284,45284,49974,US Sassuolo,Luca Ravanelli,22,Italia,Difensore centrale,DC,200 mila €,US Cremonese,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/luca-ravanelli/profil/spieler/312341,"US Sassuolo,US Cremonese"
45285,45285,49973,US Sassuolo,Andrea Meroni,22,Italia,Difensore centrale,DC,175 mila €,AC Pisa 1909,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/andrea-meroni/profil/spieler/337149,"US Sassuolo,AC Pisa 1909"
45288,45288,49970,US Sassuolo,Federico Ricci,25,Italia,Ala destra,AD,"1,70 mln €",Spezia Calcio,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/federico-ricci/profil/spieler/198086,"US Sassuolo,Spezia Calcio"
45290,45290,49940,US Sassuolo,Kevin-Prince Boateng,32,Ghana,Trequartista,TQ,"7,00 mln €",ACF Fiorentina,Italia,"1,50 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/kevin-prince-boateng/profil/spieler/16922,"US Sassuolo,ACF Fiorentina"
45291,45291,49939,US Sassuolo,Pol Lirola,21,Spagna,Terzino destro,TD,"13,00 mln €",ACF Fiorentina,Italia,"Spesa prestito:2,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/pol-lirola/profil/spieler/298975,"US Sassuolo,ACF Fiorentina"
45292,45292,49938,US Sassuolo,Alfred Duncan,26,Ghana,Centrale,CC,"17,00 mln €",ACF Fiorentina,Italia,"Spesa prestito:2,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/alfred-duncan/profil/spieler/184894,"US Sassuolo,ACF Fiorentina"
45296,45296,49907,UC Sampdoria,Marco Sau,31,Italia,Punta centrale,P,400 mila €,Benevento Calcio,Italia,gratuito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/marco-sau/profil/spieler/55801,"UC Sampdoria,Benevento Calcio"
45297,45297,49906,UC Sampdoria,Carlo Romei,20,Italia,Terzino destro,TD,25 mila €,Robur Siena,Italia,gratuito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/carlo-romei/profil/spieler/398058,"UC Sampdoria,Robur Siena"
45299,45299,49904,UC Sampdoria,Rafael,29,Brasile,Portiere,POR,500 mila €,FC Reading,Inghilterra,gratuito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/rafael/profil/spieler/103916,"UC Sampdoria,FC Reading"
45302,45302,49901,UC Sampdoria,Maxime Leverbe,22,Francia,Difensore centrale,DC,100 mila €,AC Chievo Verona,Italia,600 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/maxime-leverbe/profil/spieler/451310,"UC Sampdoria,AC Chievo Verona"
45303,45303,49900,UC Sampdoria,David Ivan,24,Slovacchia,Centrale,CC,250 mila €,AC Chievo Verona,Italia,900 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/david-ivan/profil/spieler/168416,"UC Sampdoria,AC Chievo Verona"
45304,45304,49899,UC Sampdoria,Jeison Murillo,27,Colombia,Difensore centrale,DC,"8,00 mln €",Celta de Vigo,Spagna,"Spesa prestito:1,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/jeison-murillo/profil/spieler/131102,"UC Sampdoria,Celta de Vigo"
45305,45305,49898,UC Sampdoria,Gianluca Caprari,26,Italia,Ala sinistra,AS,"8,00 mln €",Parma FC,Italia,"Spesa prestito:2,10 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/gianluca-caprari/profil/spieler/146752,"UC Sampdoria,Parma FC"
45308,45308,49895,UC Sampdoria,Dawid Kownacki,22,Polonia,Punta centrale,P,"7,50 mln €",Fortuna Düsseldorf,Germania,"6,75 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/dawid-kownacki/profil/spieler/208167,"UC Sampdoria,Fortuna Düsseldorf"
45309,45309,49894,UC Sampdoria,Duván Zapata,28,Colombia,Punta centrale,P,"45,00 mln €",Atalanta,Italia,"12,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/duvan-zapata/profil/spieler/73794,"UC Sampdoria,Atalanta"
45310,45310,49893,UC Sampdoria,Dennis Praet,25,Belgio,Centrale,CC,"24,00 mln €",Leicester City,Inghilterra,"19,20 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/dennis-praet/profil/spieler/129588,"UC Sampdoria,Leicester City"
45311,45311,49892,UC Sampdoria,Joachim Andersen,23,Danimarca,Difensore centrale,DC,"25,00 mln €",Olympique Lione,Francia,"24,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/joachim-andersen/profil/spieler/260827,"UC Sampdoria,Olympique Lione"
45312,45312,49891,AS Roma,Bryan Cristante,24,Italia,Centrale,CC,"25,00 mln €",Atalanta,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/bryan-cristante/profil/spieler/199248,"AS Roma,Atalanta"
45314,45314,49889,AS Roma,Mirko Antonucci,20,Italia,Ala destra,AD,"1,00 mln €",Vitória Setúbal FC,Portogallo,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/mirko-antonucci/profil/spieler/315852,"AS Roma,Vitória Setúbal FC"
45315,45315,49888,AS Roma,Steven Nzonzi,31,Francia,Mediano,M,"13,50 mln €",Stade Rennais FC,Francia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/steven-nzonzi/profil/spieler/73734,"AS Roma,Stade Rennais FC"
45316,45316,49887,AS Roma,Moustapha Seck,23,Senegal,Terzino sinistro,TS,200 mila €,AS Livorno,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/moustapha-seck/profil/spieler/268179,"AS Roma,AS Livorno"
45318,45318,49912,UC Sampdoria,Jacopo Sala,27,Italia,Terzino destro,TD,"1,60 mln €",SPAL,Italia,gratuito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/jacopo-sala/profil/spieler/96806,"UC Sampdoria,SPAL"
45319,45319,49937,US Sassuolo,Stefano Sensi,23,Italia,Centrale,CC,"18,00 mln €",Inter,Italia,"Spesa prestito:2,20 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/stefano-sensi/profil/spieler/216179,"US Sassuolo,Inter"
45321,45321,49936,US Sassuolo,Merih Demiral,21,Turchia,Difensore centrale,DC,"15,00 mln €",Juventus FC,Italia,"18,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/merih-demiral/profil/spieler/340879,"US Sassuolo,Juventus FC"
45322,45322,49935,US Sassuolo,Matteo Politano,25,Italia,Ala destra,AD,"30,00 mln €",Inter,Italia,"21,10 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/matteo-politano/profil/spieler/165895,"US Sassuolo,Inter"
45323,45323,49934,UC Sampdoria,Riccardo Saponara,27,Italia,Trequartista,TQ,"8,50 mln €",ACF Fiorentina,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/riccardo-saponara/profil/spieler/88909,"UC Sampdoria,ACF Fiorentina"
45324,45324,49933,UC Sampdoria,Lorenzo Tonelli,29,Italia,Difensore centrale,DC,"7,00 mln €",SSC Napoli,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/lorenzo-tonelli/profil/spieler/111347,"UC Sampdoria,SSC Napoli"
45325,45325,49932,UC Sampdoria,Grégoire Defrel,28,Martinica,Punta centrale,P,"12,00 mln €",AS Roma,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/gregoire-defrel/profil/spieler/163222,"UC Sampdoria,AS Roma"
45326,45326,49931,UC Sampdoria,Emil Audero,22,Italia,Portiere,POR,"15,00 mln €",Juventus FC,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/emil-audero/profil/spieler/256339,"UC Sampdoria,Juventus FC"
45328,45328,49929,UC Sampdoria,Jakub Jankto,23,Repubblica Ceca,Centrocampista di sinistra,CS,"12,00 mln €",Udinese Calcio,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/jakub-jankto/profil/spieler/319160,"UC Sampdoria,Udinese Calcio"
45329,45329,49928,UC Sampdoria,Alex Ferrari,24,Italia,Difensore centrale,DC,"1,50 mln €",Bologna FC,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/alex-ferrari/profil/spieler/197491,"UC Sampdoria,Bologna FC"
45334,45334,49923,UC Sampdoria,Vasco Regini,29,Italia,Terzino sinistro,TS,900 mila €,Parma FC,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/vasco-regini/profil/spieler/72274,"UC Sampdoria,Parma FC"
45335,45335,49922,UC Sampdoria,Leonardo Benedetti,19,Italia,Centrale,CC,100 mila €,Spezia Calcio,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/leonardo-benedetti/profil/spieler/423615,"UC Sampdoria,Spezia Calcio"
45341,45341,49916,UC Sampdoria,Valerio Verre,25,Italia,Centrale,CC,"3,50 mln €",Hellas Verona,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/valerio-verre/profil/spieler/162961,"UC Sampdoria,Hellas Verona"
45342,45342,49915,UC Sampdoria,Leonardo Capezzi,24,Italia,Mediano,M,800 mila €,Albacete Balompié,Spagna,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/leonardo-capezzi/profil/spieler/84442,"UC Sampdoria,Albacete Balompié"
45344,45344,49992,SPAL,Jasmin Kurtic,31,Slovenia,Centrale,CC,"4,50 mln €",Parma FC,Italia,Spesa prestito:500 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/jasmin-kurtic/profil/spieler/85825,"SPAL,Parma FC"
45345,45345,49993,SPAL,Pasquale Schiattarella,32,Italia,Mediano,M,"1,00 mln €",Benevento Calcio,Italia,gratuito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/pasquale-schiattarella/profil/spieler/56762,"SPAL,Benevento Calcio"
45353,45353,50067,Udinese Calcio,Emmanuel Badu,28,Ghana,Centrale,CC,"1,50 mln €",Hellas Verona,Italia,Spesa prestito:370 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/emmanuel-badu/profil/spieler/108484,"Udinese Calcio,Hellas Verona"
45354,45354,50066,Udinese Calcio,Danilo,35,Brasile,Difensore centrale,DC,800 mila €,Bologna FC,Italia,415 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/danilo/profil/spieler/32816,"Udinese Calcio,Bologna FC"
45356,45356,50064,Udinese Calcio,Orestis Karnezis,33,Grecia,Portiere,POR,"1,50 mln €",SSC Napoli,Italia,"1,50 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/orestis-karnezis/profil/spieler/16408,"Udinese Calcio,SSC Napoli"
45357,45357,50063,Udinese Calcio,Molla Wagué,28,Mali,Difensore centrale,DC,"1,00 mln €",FC Nantes,Francia,"1,50 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/molla-wague/profil/spieler/129893,"Udinese Calcio,FC Nantes"
45358,45358,50062,Udinese Calcio,Darwin Machís,26,Venezuela,Ala sinistra,AS,"3,00 mln €",Granada CF,Spagna,"3,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/darwin-machis/profil/spieler/211251,"Udinese Calcio,Granada CF"
