,Unnamed: 0,Unnamed: 0.1,Club,Name,Età,Nationality,Posizione,Pos,MarketValue,ClubInvolved,CountryInvolved,Costo,Movement,Season,Window,League,Profile,new_col
29519,29519,20919,LOSC Lilla,Jerry Vandam,22,Francia,Terzino destro,TD,700 mila €,SM Caen,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/jerry-vandam/profil/spieler/68902,"LOSC Lilla,SM Caen"
29522,29522,20922,LOSC Lilla,Ludovic Butelle,28,Francia,Portiere,POR,750 mila €,Athlétic Club Arlésien,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/ludovic-butelle/profil/spieler/12029,"LOSC Lilla,Athlétic Club Arlésien"
29525,29525,20925,LOSC Lilla,Stéphane Dumont,28,Francia,Mediano,M,"1,30 mln €",AS Monaco,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/stephane-dumont/profil/spieler/15274,"LOSC Lilla,AS Monaco"
29527,29527,20927,LOSC Lilla,David Rozehnal,30,Repubblica Ceca,Difensore centrale,DC,"2,50 mln €",Amburgo SV,Germania,Fine prestito30/giu/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/david-rozehnal/profil/spieler/9659,"LOSC Lilla,Amburgo SV"
29529,29529,20929,FC Girondins Bordeaux,Alou Diarra,29,Francia,Mediano,M,"12,00 mln €",Olympique Marsiglia,Francia,"5,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/alou-diarra/profil/spieler/1327,"FC Girondins Bordeaux,Olympique Marsiglia"
29531,29531,20931,FC Girondins Bordeaux,Vujadin Savic,21,Serbia,Difensore centrale,DC,"1,00 mln €",SG Dynamo Dresda,Germania,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/vujadin-savic/profil/spieler/68283,"FC Girondins Bordeaux,SG Dynamo Dresda"
29532,29532,20932,FC Girondins Bordeaux,Ulrich Ramé,38,Francia,Portiere,POR,500 mila €,CS Sedan-Ardennes,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/ulrich-rame/profil/spieler/5364,"FC Girondins Bordeaux,CS Sedan-Ardennes"
29533,29533,20933,FC Girondins Bordeaux,Paul Lasne,22,Francia,Mediano,M,500 mila €,AC Ajaccio,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/paul-lasne/profil/spieler/93726,"FC Girondins Bordeaux,AC Ajaccio"
29534,29534,20934,FC Girondins Bordeaux,Pierre Ducasse,24,Francia,Mediano,M,"1,80 mln €",RC Lens,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/pierre-ducasse/profil/spieler/18925,"FC Girondins Bordeaux,RC Lens"
29536,29536,20936,FC Girondins Bordeaux,Salif Sané,20,Senegal,Difensore centrale,DC,350 mila €,AS Nancy-Lorraine,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/salif-sane/profil/spieler/126534,"FC Girondins Bordeaux,AS Nancy-Lorraine"
29537,29537,20937,FC Girondins Bordeaux,Maxime Poundjé,18,Francia,Terzino sinistro,TS,-,Nîmes Olympique,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/maxime-poundje/profil/spieler/126528,"FC Girondins Bordeaux,Nîmes Olympique"
29538,29538,20938,FC Girondins Bordeaux,Grzegorz Krychowiak,21,Polonia,Mediano,M,"1,00 mln €",FC Nantes,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/grzegorz-krychowiak/profil/spieler/45184,"FC Girondins Bordeaux,FC Nantes"
29539,29539,20939,FC Girondins Bordeaux,Floyd Ayité,22,Togo,Ala sinistra,AS,700 mila €,Stade Reims,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/floyd-ayite/profil/spieler/77974,"FC Girondins Bordeaux,Stade Reims"
29540,29540,20940,FC Girondins Bordeaux,Anthony Modeste,23,Francia,Punta centrale,P,"4,75 mln €",Blackburn Rovers,Inghilterra,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/anthony-modeste/profil/spieler/50512,"FC Girondins Bordeaux,Blackburn Rovers"
29541,29541,20941,FC Girondins Bordeaux,Matthieu Saunier,21,Francia,Difensore centrale,DC,400 mila €,ES Troyes AC,Francia,?,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/matthieu-saunier/profil/spieler/93759,"FC Girondins Bordeaux,ES Troyes AC"
29543,29543,20943,Montpellier HSC,Emir Spahic,30,Bosnia-Erzegovina,Difensore centrale,DC,"4,50 mln €",Sevilla FC,Spagna,"2,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/emir-spahic/profil/spieler/25812,"Montpellier HSC,Sevilla FC"
29547,29547,20947,Montpellier HSC,Guillaume Legras,21,Francia,Centrale,CC,150 mila €,FC Martigues,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/guillaume-legras/profil/spieler/127139,"Montpellier HSC,FC Martigues"
29550,29550,20950,Montpellier HSC,Jonas Martin,21,Francia,Centrale,CC,200 mila €,Amiens SC,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/jonas-martin/profil/spieler/127142,"Montpellier HSC,Amiens SC"
29551,29551,20951,Montpellier HSC,Teddy Mézague,21,Francia,Difensore centrale,DC,50 mila €,FC Martigues,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/teddy-mezague/profil/spieler/127143,"Montpellier HSC,FC Martigues"
29552,29552,20952,Montpellier HSC,Bengali-Fodé Koita,21,Guinea,Punta centrale,P,450 mila €,RC Lens,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/bengali-fode-koita/profil/spieler/79110,"Montpellier HSC,RC Lens"
29556,29556,20956,FC Sochaux-Montbéliard,Kévin Anin,25,Francia,Centrale,CC,"3,00 mln €",OGC Nizza,Francia,"2,50 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/kevin-anin/profil/spieler/57343,"FC Sochaux-Montbéliard,OGC Nizza"
29559,29559,20959,FC Sochaux-Montbéliard,Nicolas Maurice-Belay,26,Francia,Centrocampista di sinistra,CS,"2,70 mln €",FC Girondins Bordeaux,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/nicolas-maurice-belay/profil/spieler/16591,"FC Sochaux-Montbéliard,FC Girondins Bordeaux"
29561,29561,20961,FC Sochaux-Montbéliard,Boukary Dramé,26,Senegal,Terzino sinistro,TS,"1,70 mln €",AC Chievo Verona,Italia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/boukary-drame/profil/spieler/33442,"FC Sochaux-Montbéliard,AC Chievo Verona"
29563,29563,20963,FC Sochaux-Montbéliard,Frédéric Duplus,21,Francia,Terzino destro,TD,500 mila €,EA Guingamp,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/frederic-duplus/profil/spieler/77829,"FC Sochaux-Montbéliard,EA Guingamp"
29567,29567,20967,AS Saint Étienne,Dimitri Payet,24,Francia,Ala sinistra,AS,"9,00 mln €",LOSC Lilla,Francia,"9,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/dimitri-payet/profil/spieler/37647,"AS Saint Étienne,LOSC Lilla"
29568,29568,20968,AS Saint Étienne,Blaise Matuidi,24,Francia,Centrale,CC,"8,00 mln €",FC Paris Saint-Germain,Francia,"8,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/blaise-matuidi/profil/spieler/33923,"AS Saint Étienne,FC Paris Saint-Germain"
29569,29569,20969,AS Saint Étienne,Emmanuel Rivière,21,Martinica,Punta centrale,P,"5,25 mln €",FC Tolosa,Francia,"6,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/emmanuel-riviere/profil/spieler/61637,"AS Saint Étienne,FC Tolosa"
29571,29571,20971,AS Saint Étienne,Gonzalo Bergessio,27,Argentina,Punta centrale,P,"3,00 mln €",Calcio Catania,Italia,"1,90 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/gonzalo-bergessio/profil/spieler/52328,"AS Saint Étienne,Calcio Catania"
29572,29572,20972,AS Saint Étienne,Gelson Fernandes,25,Svizzera,Mediano,M,"3,50 mln €",Udinese Calcio,Italia,Spesa prestito:500 mila €,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/gelson-fernandes/profil/spieler/20081,"AS Saint Étienne,Udinese Calcio"
29573,29573,20973,AS Saint Étienne,Gelson Fernandes,24,Svizzera,Mediano,M,"3,50 mln €",Leicester City,Inghilterra,Spesa prestito:500 mila €,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/gelson-fernandes/profil/spieler/20081,"AS Saint Étienne,Leicester City"
29575,29575,20975,AS Saint Étienne,Moustapha Sall,26,Senegal,Difensore centrale,DC,900 mila €,AS Nancy-Lorraine,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/moustapha-sall/profil/spieler/43886,"AS Saint Étienne,AS Nancy-Lorraine"
29576,29576,20976,AS Saint Étienne,Guirane N'Daw,27,Senegal,Mediano,M,"1,50 mln €",Birmingham City,Inghilterra,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/guirane-ndaw/profil/spieler/12515,"AS Saint Étienne,Birmingham City"
29577,29577,20977,AS Saint Étienne,Vincent Planté,30,Francia,Portiere,POR,600 mila €,EA Guingamp,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/vincent-plante/profil/spieler/22639,"AS Saint Étienne,EA Guingamp"
29579,29579,20979,AS Saint Étienne,Christophe Landrin,34,Francia,Centrale,CC,"1,50 mln €",Athlétic Club Arlésien,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/christophe-landrin/profil/spieler/5647,"AS Saint Étienne,Athlétic Club Arlésien"
29580,29580,20980,AS Saint Étienne,Jérémie Janot,34,Francia,Portiere,POR,"1,00 mln €",FC Lorient,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/jeremie-janot/profil/spieler/17433,"AS Saint Étienne,FC Lorient"
29581,29581,20981,AS Saint Étienne,Paulão,29,Brasile,Difensore centrale,DC,"2,50 mln €",Real Betis Balompié,Spagna,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/paulao/profil/spieler/44700,"AS Saint Étienne,Real Betis Balompié"
29582,29582,20982,AS Saint Étienne,Idriss Saadi,19,Algeria,Punta centrale,P,600 mila €,Stade Reims,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/idriss-saadi/profil/spieler/111057,"AS Saint Étienne,Stade Reims"
29587,29587,20987,AS Saint Étienne,Pierre-Emerick Aubameyang,22,Gabon,Punta centrale,P,"4,00 mln €",AC Milan,Italia,Fine prestito31/dic/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/pierre-emerick-aubameyang/profil/spieler/58864,"AS Saint Étienne,AC Milan"
29588,29588,20988,FC Paris Saint-Germain,Mevlüt Erdinc,24,Turchia,Punta centrale,P,"7,25 mln €",Stade Rennais FC,Francia,"6,60 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/mevlut-erdinc/profil/spieler/38360,"FC Paris Saint-Germain,Stade Rennais FC"
29589,29589,20989,FC Paris Saint-Germain,Jérémy Clément,26,Francia,Mediano,M,"4,00 mln €",AS Saint Étienne,Francia,"1,80 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/jeremy-clement/profil/spieler/18901,"FC Paris Saint-Germain,AS Saint Étienne"
29590,29590,20990,FC Paris Saint-Germain,Younousse Sankharé,21,Senegal,Centrale,CC,"1,00 mln €",Digione FCO,Francia,500 mila €,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/younousse-sankhare/profil/spieler/55409,"FC Paris Saint-Germain,Digione FCO"
29591,29591,20991,FC Paris Saint-Germain,Tripy Makonda,21,Francia,Terzino sinistro,TS,500 mila €,Stade Brest 29,Francia,500 mila €,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/tripy-makonda/profil/spieler/90294,"FC Paris Saint-Germain,Stade Brest 29"
29595,29595,20995,FC Paris Saint-Germain,Adama Touré,19,Mali,Centrale,CC,150 mila €,FC Lorient,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/adama-toure/profil/spieler/126649,"FC Paris Saint-Germain,FC Lorient"
29596,29596,20996,FC Paris Saint-Germain,Ludovic Giuly,35,Francia,Ala destra,AD,"1,50 mln €",AS Monaco,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/ludovic-giuly/profil/spieler/5299,"FC Paris Saint-Germain,AS Monaco"
29597,29597,20997,FC Paris Saint-Germain,Jean-Eudes Maurice,25,Haiti,Punta centrale,P,500 mila €,RC Lens,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/jean-eudes-maurice/profil/spieler/80698,"FC Paris Saint-Germain,RC Lens"
29598,29598,20998,FC Paris Saint-Germain,Granddi N'Goyi,23,RD del Congo,Mediano,M,900 mila €,FC Nantes,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/granddi-ngoyi/profil/spieler/55385,"FC Paris Saint-Germain,FC Nantes"
29603,29603,21003,OGC Nizza,Mickael Pote,26,Benin,Punta centrale,P,600 mila €,SG Dynamo Dresda,Germania,100 mila €,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/mickael-pote/profil/spieler/57542,"OGC Nizza,SG Dynamo Dresda"
29604,29604,21004,OGC Nizza,Grégory Paisley,34,Francia,Terzino sinistro,TS,750 mila €,EA Guingamp,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/gregory-paisley/profil/spieler/6246,"OGC Nizza,EA Guingamp"
29607,29607,21007,OGC Nizza,Ismaël Gace,24,Francia,Difensore centrale,DC,"1,20 mln €",US Boulogne,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/ismael-gace/profil/spieler/40447,"OGC Nizza,US Boulogne"
29612,29612,21012,OGC Nizza,Chaouki Ben Saada,27,Tunisia,Trequartista,TQ,"2,00 mln €",RC Lens,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/chaouki-ben-saada/profil/spieler/5597,"OGC Nizza,RC Lens"
29617,29617,21017,OGC Nizza,Didier Digard,24,Francia,Mediano,M,"2,30 mln €",FC Middlesbrough,Inghilterra,Fine prestito30/giu/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/didier-digard/profil/spieler/52345,"OGC Nizza,FC Middlesbrough"
29618,29618,21018,OGC Nizza,Abdou Traoré,23,Mali,Centrale,CC,"1,20 mln €",FC Girondins Bordeaux,Francia,Fine prestito30/giu/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/abdou-traore/profil/spieler/66415,"OGC Nizza,FC Girondins Bordeaux"
29619,29619,21019,OGC Nizza,David Bellion,28,Francia,Punta centrale,P,"1,60 mln €",FC Girondins Bordeaux,Francia,Fine prestito30/giu/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/david-bellion/profil/spieler/3115,"OGC Nizza,FC Girondins Bordeaux"
29621,29621,21021,FC Tolosa,Xavier Pentecôte,25,Francia,Punta centrale,P,"1,20 mln €",OGC Nizza,Francia,"1,20 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/xavier-pentecote/profil/spieler/33907,"FC Tolosa,OGC Nizza"
29622,29622,21022,FC Tolosa,Mauro Cetto,29,Argentina,Difensore centrale,DC,"3,20 mln €",US Città di Palermo,Italia,450 mila €,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/mauro-cetto/profil/spieler/5501,"FC Tolosa,US Città di Palermo"
29629,29629,21029,FC Tolosa,Yannis Tafer,20,Algeria,Centrocampista di destra,CD,"1,00 mln €",Olympique Lione,Francia,Fine prestito30/giu/2011,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/yannis-tafer/profil/spieler/74075,"FC Tolosa,Olympique Lione"
29632,29632,21032,AJ Auxerre,Jean-Pascal Mignot,30,Francia,Difensore centrale,DC,"3,75 mln €",AS Saint Étienne,Francia,"2,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/jean-pascal-mignot/profil/spieler/12275,"AJ Auxerre,AS Saint Étienne"
29633,29633,21033,AJ Auxerre,Benoît Pedretti,30,Francia,Mediano,M,"6,50 mln €",LOSC Lilla,Francia,"1,50 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/benoit-pedretti/profil/spieler/5406,"AJ Auxerre,LOSC Lilla"
29634,29634,21034,AJ Auxerre,Vincent Acapandié,21,Francia,Terzino destro,TD,50 mila €,Athlétic Club Arlésien,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/vincent-acapandie/profil/spieler/134349,"AJ Auxerre,Athlétic Club Arlésien"
29635,29635,21035,AJ Auxerre,Issam Jemâa,28,Tunisia,Punta centrale,P,"1,50 mln €",Stade Brest 29,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/issam-jemaa/profil/spieler/31430,"AJ Auxerre,Stade Brest 29"
29636,29636,21036,AJ Auxerre,Valter Birsa,24,Slovenia,Trequartista,TQ,"3,50 mln €",Genoa CFC,Italia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/valter-birsa/profil/spieler/26105,"AJ Auxerre,Genoa CFC"
29637,29637,21037,AJ Auxerre,Julien Quercia,24,Francia,Punta centrale,P,"1,60 mln €",FC Lorient,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/julien-quercia/profil/spieler/36294,"AJ Auxerre,FC Lorient"
29638,29638,21038,AJ Auxerre,Rémy Riou,23,Francia,Portiere,POR,800 mila €,FC Tolosa,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/remy-riou/profil/spieler/18940,"AJ Auxerre,FC Tolosa"
29639,29639,21039,AJ Auxerre,Maxime Bourgeois,20,Francia,Ala sinistra,AS,500 mila €,LB Châteauroux,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/maxime-bourgeois/profil/spieler/130925,"AJ Auxerre,LB Châteauroux"
29641,29641,21041,AJ Auxerre,Frédéric Sammaritano,25,Francia,Trequartista,TQ,"1,40 mln €",AC Ajaccio,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/frederic-sammaritano/profil/spieler/80173,"AJ Auxerre,AC Ajaccio"
29642,29642,21042,AJ Auxerre,Ireneusz Jelen,30,Polonia,Punta centrale,P,"5,50 mln €",LOSC Lilla,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/ireneusz-jelen/profil/spieler/16951,"AJ Auxerre,LOSC Lilla"
29643,29643,21043,AJ Auxerre,Jo-gook Jeong,27,Corea del Sud,Punta centrale,P,900 mila €,AS Nancy-Lorraine,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/jo-gook-jeong/profil/spieler/90748,"AJ Auxerre,AS Nancy-Lorraine"
29644,29644,21044,AJ Auxerre,Steeven Langil,23,Martinica,Ala sinistra,AS,"1,70 mln €",CS Sedan-Ardennes,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/steeven-langil/profil/spieler/52209,"AJ Auxerre,CS Sedan-Ardennes"
29647,29647,21047,Stade Rennais FC,Samuel Souprayen,22,Francia,Difensore centrale,DC,"1,50 mln €",Digione FCO,Francia,"1,50 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/samuel-souprayen/profil/spieler/60599,"Stade Rennais FC,Digione FCO"
29648,29648,21048,Stade Rennais FC,Fabien Lemoine,24,Francia,Mediano,M,"4,00 mln €",AS Saint Étienne,Francia,"1,50 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/fabien-lemoine/profil/spieler/56794,"Stade Rennais FC,AS Saint Étienne"
29649,29649,21049,Stade Rennais FC,Abdoul Camara,21,Guinea,Ala sinistra,AS,"1,00 mln €",FC Sochaux-Montbéliard,Francia,"1,50 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/abdoul-camara/profil/spieler/60588,"Stade Rennais FC,FC Sochaux-Montbéliard"
29650,29650,21050,Stade Rennais FC,Georges Mandjeck,23,Camerun,Mediano,M,"2,00 mln €",AJ Auxerre,Francia,"1,00 mln €",Out,2010-20,e,ligue-1,https://www.transfermarkt.it/georges-mandjeck/profil/spieler/52112,"Stade Rennais FC,AJ Auxerre"
29651,29651,21051,Stade Rennais FC,Bira Dembélé,23,Francia,Difensore centrale,DC,350 mila €,CS Sedan-Ardennes,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/bira-dembele/profil/spieler/60529,"Stade Rennais FC,CS Sedan-Ardennes"
29652,29652,21052,Stade Rennais FC,Sylvain Marveaux,25,Francia,Trequartista,TQ,"7,50 mln €",Newcastle United,Inghilterra,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/sylvain-marveaux/profil/spieler/39909,"Stade Rennais FC,Newcastle United"
29653,29653,21053,Stade Rennais FC,Jérôme Leroy,36,Francia,Trequartista,TQ,"1,00 mln €",FC Évian Thonon Gaillard,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/jerome-leroy/profil/spieler/5563,"Stade Rennais FC,FC Évian Thonon Gaillard"
29654,29654,21054,Stade Rennais FC,Nicolas Douchez,31,Francia,Portiere,POR,"6,00 mln €",FC Paris Saint-Germain,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/nicolas-douchez/profil/spieler/18036,"Stade Rennais FC,FC Paris Saint-Germain"
29656,29656,21056,Stade Rennais FC,Franck Julienne,20,Francia,Ala destra,AD,150 mila €,AC Le Havre,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/franck-julienne/profil/spieler/126693,"Stade Rennais FC,AC Le Havre"
29657,29657,21057,Stade Rennais FC,Johann Carrasso,23,Francia,Portiere,POR,"1,00 mln €",AS Monaco,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/johann-carrasso/profil/spieler/57367,"Stade Rennais FC,AS Monaco"
29660,29660,21060,Olympique Marsiglia,Taye Taiwo,26,Nigeria,Terzino sinistro,TS,"8,50 mln €",AC Milan,Italia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/taye-taiwo/profil/spieler/28922,"Olympique Marsiglia,AC Milan"
29663,29663,21063,Olympique Marsiglia,Édouard Cissé,33,Francia,Mediano,M,"1,50 mln €",AJ Auxerre,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/edouard-cisse/profil/spieler/3800,"Olympique Marsiglia,AJ Auxerre"
29666,29666,21066,Olympique Marsiglia,Fabrice Abriel,32,Francia,Centrale,CC,"2,00 mln €",OGC Nizza,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/fabrice-abriel/profil/spieler/40688,"Olympique Marsiglia,OGC Nizza"
29668,29668,21068,Olympique Marsiglia,Hilton,33,Brasile,Difensore centrale,DC,900 mila €,Montpellier HSC,Francia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/hilton/profil/spieler/4811,"Olympique Marsiglia,Montpellier HSC"
29669,29669,21069,Olympique Marsiglia,Leyti N'Diaye,25,Senegal,Difensore centrale,DC,"1,00 mln €",AC Ajaccio,Francia,Prestito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/leyti-ndiaye/profil/spieler/18894,"Olympique Marsiglia,AC Ajaccio"
29671,29671,21071,Olympique Marsiglia,Jules Goda,22,Camerun,Portiere,POR,50 mila €,Portimonense Futebol SAD,Portogallo,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/jules-goda/profil/spieler/63226,"Olympique Marsiglia,Portimonense Futebol SAD"
29672,29672,21072,Olympique Marsiglia,Gabriel Heinze,33,Argentina,Difensore centrale,DC,"2,50 mln €",AS Roma,Italia,gratuito,Out,2010-20,e,ligue-1,https://www.transfermarkt.it/gabriel-heinze/profil/spieler/5555,"Olympique Marsiglia,AS Roma"
