,Unnamed: 0,Unnamed: 0.1,Club,Name,Età,Nationality,Posizione,Pos,MarketValue,ClubInvolved,CountryInvolved,Costo,Movement,Season,Window,League,Profile,new_col
8138,8138,6159,Málaga CF,Vladimir Popovic,23,Montenegro,Attacco,Attacco,-,Getafe CF,Spagna,?,Out,1990-99,e,laliga,https://www.transfermarkt.it/vladimir-popovic/profil/spieler/61077,"Málaga CF,Getafe CF"
8139,8139,6160,Málaga CF,Pablo Guede,24,Argentina,Punta centrale,P,-,Elche CF,Spagna,?,Out,1990-99,e,laliga,https://www.transfermarkt.it/pablo-guede/profil/spieler/71299,"Málaga CF,Elche CF"
8140,8140,6161,Málaga CF,Owusu Afriyie,18,Ghana,Attacco,Attacco,-,GD Chaves,Portogallo,Prestito,Out,1990-99,e,laliga,https://www.transfermarkt.it/owusu-afriyie/profil/spieler/500589,"Málaga CF,GD Chaves"
8141,8141,6162,Real Sociedad,Darko Kovacevic,25,Serbia,Punta centrale,P,-,Juventus FC,Italia,"17,00 mln €",Out,1990-99,e,laliga,https://www.transfermarkt.it/darko-kovacevic/profil/spieler/7479,"Real Sociedad,Juventus FC"
8142,8142,6163,Real Sociedad,Víctor Bonilla,28,Colombia,Punta centrale,P,-,UD Salamanca,Spagna,?,Out,1990-99,e,laliga,https://www.transfermarkt.it/victor-bonilla/profil/spieler/5708,"Real Sociedad,UD Salamanca"
8144,8144,6165,Real Sociedad,Javi Gracia,29,Spagna,Mediano,M,-,Villarreal CF,Spagna,?,Out,1990-99,e,laliga,https://www.transfermarkt.it/javi-gracia/profil/spieler/172656,"Real Sociedad,Villarreal CF"
8146,8146,6167,RCD Espanyol Barcellona,Joan Capdevila,21,Spagna,Terzino sinistro,TS,-,Atlético de Madrid,Spagna,"4,80 mln €",Out,1990-99,e,laliga,https://www.transfermarkt.it/joan-capdevila/profil/spieler/7486,"RCD Espanyol Barcellona,Atlético de Madrid"
8147,8147,6168,RCD Espanyol Barcellona,Iván Helguera,24,Spagna,Difensore centrale,DC,-,Real Madrid CF,Spagna,"2,50 mln €",Out,1990-99,e,laliga,https://www.transfermarkt.it/ivan-helguera/profil/spieler/7514,"RCD Espanyol Barcellona,Real Madrid CF"
8149,8149,6170,RCD Espanyol Barcellona,Sergio Korino,25,Spagna,Difensore centrale,DC,-,Real Sociedad,Spagna,?,Out,1990-99,e,laliga,https://www.transfermarkt.it/sergio-korino/profil/spieler/154574,"RCD Espanyol Barcellona,Real Sociedad"
8150,8150,6171,RCD Espanyol Barcellona,Pedro Nieto,24,Spagna,Difesa,Difesa,-,Recreativo Huelva,Spagna,?,Out,1990-99,e,laliga,https://www.transfermarkt.it/pedro-nieto/profil/spieler/309601,"RCD Espanyol Barcellona,Recreativo Huelva"
8151,8151,6172,RCD Espanyol Barcellona,Darío Silva,26,Uruguay,Punta centrale,P,-,Málaga CF,Spagna,?,Out,1990-99,e,laliga,https://www.transfermarkt.it/dario-silva/profil/spieler/7792,"RCD Espanyol Barcellona,Málaga CF"
8152,8152,6173,RCD Espanyol Barcellona,Quique Martín,26,Spagna,Ala sinistra,AS,-,UD Salamanca,Spagna,?,Out,1990-99,e,laliga,https://www.transfermarkt.it/quique-martin/profil/spieler/51493,"RCD Espanyol Barcellona,UD Salamanca"
8154,8154,6175,RCD Espanyol Barcellona,Nan Ribera,24,Spagna,Centrocampo,Centrocampo,-,Deportivo Alavés,Spagna,Prestito,Out,1990-99,e,laliga,https://www.transfermarkt.it/nan-ribera/profil/spieler/185957,"RCD Espanyol Barcellona,Deportivo Alavés"
